username,timestamp,original_content,cleaned_content,likes,retweets,replies,total_engagement,engagement_score,mentions,hashtags,url,mentions_buy_terms,mentions_sell_terms,mentions_bullish_terms,mentions_bearish_terms,sentiment_indicator
aarveewealth,2025-11-21T03:50:14.000Z,"#Nifty50

 Gap Down Opening due to larger negative sentiment for global markets

 This gap will be filled",#Nifty50 Gap Down Opening due to larger negative sentiment for global markets This gap will be filled,0.0,0.0,0.0,0,0.0,[],['Nifty50'],https://x.com/aarveewealth/status/1991715754052665492,0,0,0,0,0
pktradeinn05,2025-11-21T03:50:13.000Z,"#Nifty intraday support at 25040-25060, after breakdown I'll sell more 

#Nifty50 #OptionsTrading","#Nifty intraday support at 25040-25060, after breakdown I'll sell more #Nifty50 #OptionsTrading",0.0,0.0,0.0,0,0.0,[],"['Nifty', 'Nifty50', 'OptionsTrading']",https://x.com/pktradeinn05/status/1991715747043897626,0,1,0,2,0
stockhawked,2025-11-21T03:50:03.000Z," Live Market Update at 09:20 IST

 Nifty: 26,118.85 ▼ -0.28%
 Sensex: 85,485.29 ▼ -0.17%

 Top Gainer: Billionbrains Garage ▲ 4.15%
 Top Loser: Hindalco ▼ -2.61%

#Nifty50 #Sensex #MarketWatch","Live Market Update at 09:20 IST Nifty: 26,118.85  -0.28% Sensex: 85,485.29  -0.17% Top Gainer: Billionbrains Garage  4.15% Top Loser: Hindalco  -2.61% #Nifty50 #Sensex #MarketWatch",0.0,0.0,0.0,0,0.0,[],"['Nifty50', 'Sensex', 'MarketWatch']",https://x.com/stockhawked/status/1991715705260015700,0,0,0,0,0
ETNOWlive,2025-11-21T03:46:25.000Z,"#MarketAlert | Market At Open- Nifty 50 

#StockMarket #Nifty50",#MarketAlert | Market At Open- Nifty 50 #StockMarket #Nifty50,0.0,1.0,0.0,1,2.0,[],"['MarketAlert', 'StockMarket', 'Nifty50']",https://x.com/ETNOWlive/status/1991714792638493142,0,0,0,0,0
Rajesh_Niramaya,2025-11-21T03:44:00.000Z,"Important levels to trade in #Nifty50 #optionbuyers 


 #Nifty #banknifty #OptionsTrading #optionbuying #Optionselling #options #BuySignal #StockMarketUpdate #StockMarketNews #StockMarketIndia",Important levels to trade in #Nifty50 #optionbuyers #Nifty #banknifty #OptionsTrading #optionbuying #Optionselling #options #BuySignal #StockMarketUpdate #StockMarketNews #StockMarketIndia,0.0,1.0,0.0,1,2.0,[],"['Nifty50', 'optionbuyers', 'Nifty', 'banknifty', 'OptionsTrading', 'optionbuying', 'Optionselling', 'options', 'BuySignal', 'StockMarketUpdate', 'StockMarketNews', 'StockMarketIndia']",https://x.com/Rajesh_Niramaya/status/1991714183277416801,1,1,0,0,0
BusinessTimesIn,2025-11-21T08:06:18.000Z," Sensex Today | Sudeep Pharma IPO Subscribed 0.80x (Day 1, 1:15 PM)

Early bidding sees mixed traction 
 QIB: 0.08x
 NII: 1.53x
 Retail: 0.90x
 Overall: 0.80x
#Sensex #Nifty50 #IPO #BTMarkets","Sensex Today | Sudeep Pharma IPO Subscribed 0.80x (Day 1, 1:15 PM) Early bidding sees mixed traction QIB: 0.08x NII: 1.53x Retail: 0.90x Overall: 0.80x #Sensex #Nifty50 #IPO #BTMarkets",0.0,0.0,0.0,0,0.0,[],"['Sensex', 'Nifty50', 'IPO', 'BTMarkets']",https://x.com/BusinessTimesIn/status/1991780195221795134,0,0,0,0,0
bsindia,2025-11-21T08:05:00.000Z,"#MarketsWithBS | Indian #stockmarkets were trading in the red on Friday amid tepid global cues

Around 1:00 PM, the #Sensex was trading at 85,548.60, down 84.08 pts. Likewise, #Nifty was trading at 26,174.30, down 17.85 pts

LIVE updates 
mybs.in/2ergf8E

#Markets","#MarketsWithBS | Indian #stockmarkets were trading in the red on Friday amid tepid global cues Around 1:00 PM, the #Sensex was trading at 85,548.60, down 84.08 pts. Likewise, #Nifty was trading at 26,174.30, down 17.85 pts LIVE updates mybs.in/2ergf8E #Markets",0.0,0.0,0.0,0,0.0,[],"['MarketsWithBS', 'stockmarkets', 'Sensex', 'Nifty', 'Markets']",https://x.com/bsindia/status/1991779866950148446,0,1,0,0,0
Vaartha_Hindi,2025-11-21T08:03:46.000Z,"सेंसेक्स 350 अंक टूटा, निफ्टी भी दबाव में
#Sensex #Nifty #StockMarket #MarketCrash #ShareMarketNews #MarketUpdates #BusinessNews #InvestorsAlert #Ashes2025 #vaartha_hindi 
@vaartha_hindi","350  ,     #Sensex #Nifty #StockMarket #MarketCrash #ShareMarketNews #MarketUpdates #BusinessNews #InvestorsAlert #Ashes2025 #vaartha_hindi @vaartha_hindi",0.0,0.0,0.0,0,0.0,['vaartha_hindi'],"['Sensex', 'Nifty', 'StockMarket', 'MarketCrash', 'ShareMarketNews', 'MarketUpdates', 'BusinessNews', 'InvestorsAlert', 'Ashes2025', 'vaartha_hindi']",https://x.com/Vaartha_Hindi/status/1991779556517413021,0,1,0,0,0
PredictorTrade,2025-11-21T07:52:22.000Z,"Hope you exited at targets.
I rarely mentioned about SLs in my post but today I mentioned because I was expecting volatility.

#Nifty 26200PE - from 103.50 to 150.

#Sensex #Banknifty #StockMarket #OptionsTrading
#optionselling #MARKETS_ARE_NOT_RANDOM",Hope you exited at targets. I rarely mentioned about SLs in my post but today I mentioned because I was expecting volatility. #Nifty 26200PE - from 103.50 to 150. #Sensex #Banknifty #StockMarket #OptionsTrading #optionselling #MARKETS_ARE_NOT_RANDOM,1.0,0.0,0.0,1,1.0,[],"['Nifty', 'Sensex', 'Banknifty', 'StockMarket', 'OptionsTrading', 'optionselling', 'MARKETS_ARE_NOT_RANDOM']",https://x.com/PredictorTrade/status/1991776687131095063,0,1,0,0,0
praseninld,2025-11-21T07:51:27.000Z," Market Highlights!

 Sensex rebounds 350 pts, Nifty above 26,150.

 PhysicsWallah slides for 3rd day.

 M&M tops Nifty as brokerages turn bullish.

 Groww Q2: Profit up 12% YoY, revenue dips 9.5%.

#MarketUpdate #Nifty #Sensex #Groww #investing #StockMarket #Trading","Market Highlights! Sensex rebounds 350 pts, Nifty above 26,150. PhysicsWallah slides for 3rd day. M&M tops Nifty as brokerages turn bullish. Groww Q2: Profit up 12% YoY, revenue dips 9.5%. #MarketUpdate #Nifty #Sensex #Groww #investing #StockMarket #Trading",0.0,0.0,0.0,0,0.0,[],"['MarketUpdate', 'Nifty', 'Sensex', 'Groww', 'investing', 'StockMarket', 'Trading']",https://x.com/praseninld/status/1991776456272458044,1,0,1,0,0
GSpooks53845,2025-11-21T07:46:18.000Z,"mitron broad markit m se paisa nikal ra h
Elliot wale Astro wale etc ab dukan lagavenge tave dekhoge double top
mitron is samay stock mast chalenge index mange hovega time basis p dow m yearly closing December m hove
#nifty #sensex",mitron broad markit m se paisa nikal ra h Elliot wale Astro wale etc ab dukan lagavenge tave dekhoge double top mitron is samay stock mast chalenge index mange hovega time basis p dow m yearly closing December m hove #nifty #sensex,0.0,0.0,0.0,0,0.0,[],"['nifty', 'sensex']",https://x.com/GSpooks53845/status/1991775160807092433,0,0,0,0,0
anbufin,2025-11-21T07:45:46.000Z," Indian markets kick off with a spicy dip!
Sensex -240 | Nifty below 26,100 
 India VIX explodes +13% 
Auto boys Maruti & M&M zooming 
 Volatility ka mahaul hai – grab popcorn or bargains?  What’s your move today? #Nifty #Sensex #BNifty","Indian markets kick off with a spicy dip! Sensex -240 | Nifty below 26,100 India VIX explodes +13% Auto boys Maruti & M&M zooming Volatility ka mahaul hai  grab popcorn or bargains? Whats your move today? #Nifty #Sensex #BNifty",0.5,0.0,0.5,2,0.75,[],"['Nifty', 'Sensex', 'BNifty']",https://x.com/anbufin/status/1991775027659001926,0,0,0,0,0
tradelikealpha1,2025-11-21T07:45:17.000Z,"SENSEX 85600 CE → 460 ➝ 510 
 50 pts | Lot 20
 Profit/Lot: ₹1,000 

BOOOMM 
Patience-testing but profits delivered clean and smooth 

#sensex #options #stockmarket #profitbooking #tradelikealpha","SENSEX 85600 CE  460  510 50 pts | Lot 20 Profit/Lot: 1,000 BOOOMM Patience-testing but profits delivered clean and smooth #sensex #options #stockmarket #profitbooking #tradelikealpha",0.0,0.0,0.0,0,0.0,[],"['sensex', 'options', 'stockmarket', 'profitbooking', 'tradelikealpha']",https://x.com/tradelikealpha1/status/1991774904849698872,0,1,0,0,0
DJ_DeepakJamdar,2025-11-21T07:44:36.000Z,"#NIFTY #BANKNIFTY #SENSEX
 Some dips but no crash.
Monitor trend bias  
56749f9240fd.ngrok-free.app
#StockMarketUpdate #NiftyLive #stockmarketcrash #LiveVega",#NIFTY #BANKNIFTY #SENSEX Some dips but no crash. Monitor trend bias 56749f9240fd.ngrok-free.app #StockMarketUpdate #NiftyLive #stockmarketcrash #LiveVega,0.0,0.0,0.0,0,0.0,[],"['NIFTY', 'BANKNIFTY', 'SENSEX', 'StockMarketUpdate', 'NiftyLive', 'stockmarketcrash', 'LiveVega']",https://x.com/DJ_DeepakJamdar/status/1991774733470445907,0,1,0,0,0
ETNowSwadesh,2025-11-21T07:42:11.000Z,"आज का सेंसेक्स, शेयर मार्केट टुडे 21 नवंबर: SENSEX दिन के निचले स्तर से नीचे; NIFTY 26,200 से नीचे | इन शेयरों में गिरावट

#Sensex #Nifty #StockMarket",",    21 : SENSEX      ; NIFTY 26,200   |     #Sensex #Nifty #StockMarket",0.0,0.0,0.0,0,0.0,[],"['Sensex', 'Nifty', 'StockMarket']",https://x.com/ETNowSwadesh/status/1991774125610922430,0,0,0,0,0
ArnavsameerS,2025-11-21T07:40:01.000Z,"Huge risky trade taken 
Nifty at 1.02 Pm
Logic is dead here 
#nifty #banknifty #sensex",Huge risky trade taken Nifty at 1.02 Pm Logic is dead here #nifty #banknifty #sensex,0.0,0.0,1.0,1,0.5,[],"['nifty', 'banknifty', 'sensex']",https://x.com/ArnavsameerS/status/1991773578413682711,0,0,0,0,0
TradeInsightExp,2025-11-21T07:36:45.000Z,"Join Here 
tinyurl.com/InsightExpertT
…

#nifty #sensex #banknifty",Join Here tinyurl.com/InsightExpertT ... #nifty #sensex #banknifty,1.0,0.0,0.0,1,1.0,[],"['nifty', 'sensex', 'banknifty']",https://x.com/TradeInsightExp/status/1991772758334927321,0,0,0,0,0
InvGurInd,2025-11-21T07:33:33.000Z,"Nifty immediate support is at 26100 then 26000 zones while resistance at 26277 then 26350 zones - 
@MotilalOswalLtd
 

investmentguruindia.com/newsdetail/nif
…

 #Sensex #MarketOutlook #Nifty #BankNifty #MotilalOswalWealthMangement #Investmentguruindia",Nifty immediate support is at 26100 then 26000 zones while resistance at 26277 then 26350 zones - @MotilalOswalLtd investmentguruindia.com/newsdetail/nif ... #Sensex #MarketOutlook #Nifty #BankNifty #MotilalOswalWealthMangement #Investmentguruindia,0.0,1.0,0.0,1,2.0,['MotilalOswalLtd'],"['Sensex', 'MarketOutlook', 'Nifty', 'BankNifty', 'MotilalOswalWealthMangement', 'Investmentguruindia']",https://x.com/InvGurInd/status/1991771950902047209,0,0,1,1,0
InvGurInd,2025-11-21T07:32:43.000Z,"Daily Stock Derivatives Lens 21st November 2025 by 
@AxisDirect_In
 

investmentguruindia.com/newsdetail/dai
…

 #Sensex #MarketOutlook #Nifty #BankNifty #AxisSecuritiesLtd #Investmentguruindia",Daily Stock Derivatives Lens 21st November 2025 by @AxisDirect_In investmentguruindia.com/newsdetail/dai ... #Sensex #MarketOutlook #Nifty #BankNifty #AxisSecuritiesLtd #Investmentguruindia,0.0,0.0,0.0,0,0.0,['AxisDirect_In'],"['Sensex', 'MarketOutlook', 'Nifty', 'BankNifty', 'AxisSecuritiesLtd', 'Investmentguruindia']",https://x.com/InvGurInd/status/1991771741400756366,0,0,0,0,0
PredictorTrade,2025-11-21T07:32:25.000Z,"#Nifty 26200PE - Low made as of now 103.50. 
Range given in quoted post 100-110.
 Bang ON. 

Book your profit.

#Sensex #Banknifty #StockMarket #OptionsTrading
#optionselling #MARKETS_ARE_NOT_RANDOM",#Nifty 26200PE - Low made as of now 103.50. Range given in quoted post 100-110. Bang ON. Book your profit. #Sensex #Banknifty #StockMarket #OptionsTrading #optionselling #MARKETS_ARE_NOT_RANDOM,1.0,0.0,0.0,2,1.0,[],"['Nifty', 'Sensex', 'Banknifty', 'StockMarket', 'OptionsTrading', 'optionselling', 'MARKETS_ARE_NOT_RANDOM']",https://x.com/PredictorTrade/status/1991771668101071041,0,1,0,0,0
InvGurInd,2025-11-21T07:30:48.000Z,"Quote on Morning Market Views 21st November 2025 from Dr. VK Vijayakumar, Chief Investment Strategist, 
@Geojit_official
 

investmentguruindia.com/newsdetail/quo
…

#Sensex #ExpertViews #MarketOutlook #Nifty #BankNifty #DrVKVijayakumar #GeojitInvestmentsLtd #Investmentguruindia","Quote on Morning Market Views 21st November 2025 from Dr. VK Vijayakumar, Chief Investment Strategist, @Geojit_official investmentguruindia.com/newsdetail/quo ... #Sensex #ExpertViews #MarketOutlook #Nifty #BankNifty #DrVKVijayakumar #GeojitInvestmentsLtd #Investmentguruindia",0.0,0.0,0.0,0,0.0,['Geojit_official'],"['Sensex', 'ExpertViews', 'MarketOutlook', 'Nifty', 'BankNifty', 'DrVKVijayakumar', 'GeojitInvestmentsLtd', 'Investmentguruindia']",https://x.com/InvGurInd/status/1991771259424891325,0,0,0,0,0
InvGurInd,2025-11-21T07:29:43.000Z,"Daily Morning Note 21st November 2025 by 
@Get_Investmentz
 

investmentguruindia.com/newsdetail/dai
…

 #Sensex #MarketOutlook #Nifty #BankNifty #AsitCMehtaInvestmentInterrmediatesLTd #Investmentguruindia",Daily Morning Note 21st November 2025 by @Get_Investmentz investmentguruindia.com/newsdetail/dai ... #Sensex #MarketOutlook #Nifty #BankNifty #AsitCMehtaInvestmentInterrmediatesLTd #Investmentguruindia,0.0,0.0,0.0,0,0.0,['Get_Investmentz'],"['Sensex', 'MarketOutlook', 'Nifty', 'BankNifty', 'AsitCMehtaInvestmentInterrmediatesLTd', 'Investmentguruindia']",https://x.com/InvGurInd/status/1991770989089419393,0,0,0,0,0
Purush61646164,2025-11-21T07:27:08.000Z,"#SENSEX 85400CE 530 - 630 HIT 1ST TGT 

#EASY 100 POINT GAINS  

LIVE #TRADING RESULTS ",#SENSEX 85400CE 530 - 630 HIT 1ST TGT #EASY 100 POINT GAINS LIVE #TRADING RESULTS,0.0,0.0,0.0,0,0.0,[],"['SENSEX', 'EASY', 'TRADING']",https://x.com/Purush61646164/status/1991770336980005087,0,0,0,0,0
prshntpandey7,2025-11-21T07:26:22.000Z,"Perfectly capture the up move.
Jai Bholenath 

#Nifty
#Sensex
#Banknifty
#sharemarket
#StockMarket 
#OptionsTrading 
#optionbuying 
#Optionselling 
#herozero",Perfectly capture the up move. Jai Bholenath #Nifty #Sensex #Banknifty #sharemarket #StockMarket #OptionsTrading #optionbuying #Optionselling #herozero,0.0,0.0,0.0,0,0.0,[],"['Nifty', 'Sensex', 'Banknifty', 'sharemarket', 'StockMarket', 'OptionsTrading', 'optionbuying', 'Optionselling', 'herozero']",https://x.com/prshntpandey7/status/1991770143068979329,1,1,0,0,0
deepakdua010,2025-11-21T07:25:14.000Z,"Jai mai bolta hu waisa hota hai ji
Jai ho
#recovery #trader #sensex",Jai mai bolta hu waisa hota hai ji Jai ho #recovery #trader #sensex,0.0,0.0,0.0,0,0.0,[],"['recovery', 'trader', 'sensex']",https://x.com/deepakdua010/status/1991769859546619937,0,0,0,0,0
TamilSelvanN1,2025-11-21T07:23:22.000Z,"Green day. Nice reversal push from 10:30 AM.

#DynamicTBS
#NIFTY
#SENSEX",Green day. Nice reversal push from 10:30 AM. #DynamicTBS #NIFTY #SENSEX,1.0,0.0,0.0,3,1.0,[],"['DynamicTBS', 'NIFTY', 'SENSEX']",https://x.com/TamilSelvanN1/status/1991769391705575933,1,0,0,0,0
zebuetrade,2025-11-21T07:18:16.000Z,"Monthly Sensex Futures and Options expiry is on 24th December. Plan your trades, manage your positions, and stay prepared.

#Zebu #Sensex #ExpiryDay #FuturesAndOptions #StockMarketUpdate #BSE #TradingIndia #MarketAlert #InvestSmart #ZebuTrading","Monthly Sensex Futures and Options expiry is on 24th December. Plan your trades, manage your positions, and stay prepared. #Zebu #Sensex #ExpiryDay #FuturesAndOptions #StockMarketUpdate #BSE #TradingIndia #MarketAlert #InvestSmart #ZebuTrading",0.0,0.0,0.0,0,0.0,[],"['Zebu', 'Sensex', 'ExpiryDay', 'FuturesAndOptions', 'StockMarketUpdate', 'BSE', 'TradingIndia', 'MarketAlert', 'InvestSmart', 'ZebuTrading']",https://x.com/zebuetrade/status/1991768106382029203,0,1,0,0,0
TradeInsightExp,2025-11-21T07:14:19.000Z,"INDIGO 5800CE
From: 34 to 72(Done)
Capital Used - 1 Lac
Profit - 1.4 Lac
ROI - 140%
In One Call

Join Our Public Channel :
tinyurl.com/InsightExpertT
…

#nifty #sensex #banknifty #StocksToWatch #zerodha #StockMarketIndia #FIIs #Nifty50 #StocksToBuy #optionbuying #StockInFocus",INDIGO 5800CE From: 34 to 72(Done) Capital Used - 1 Lac Profit - 1.4 Lac ROI - 140% In One Call Join Our Public Channel : tinyurl.com/InsightExpertT ... #nifty #sensex #banknifty #StocksToWatch #zerodha #StockMarketIndia #FIIs #Nifty50 #StocksToBuy #optionbuying #StockInFocus,1.0,0.0,0.0,1,1.0,[],"['nifty', 'sensex', 'banknifty', 'StocksToWatch', 'zerodha', 'StockMarketIndia', 'FIIs', 'Nifty50', 'StocksToBuy', 'optionbuying', 'StockInFocus']",https://x.com/TradeInsightExp/status/1991767113015652359,1,0,0,0,0
TradeInsightExp,2025-11-21T07:13:48.000Z,"Maruti 16000CE
From: 35 to 130(Done)
Capital Used - 1 Lac
Profit - 3 Lac
ROI - 300%
In One Call

Join Our Public Channel :
tinyurl.com/InsightExpertT
…

#nifty #sensex #banknifty #StocksToWatch #zerodha #StockMarketIndia #FIIs #Nifty50 #StocksToBuy #optionbuying #StockInFocus",Maruti 16000CE From: 35 to 130(Done) Capital Used - 1 Lac Profit - 3 Lac ROI - 300% In One Call Join Our Public Channel : tinyurl.com/InsightExpertT ... #nifty #sensex #banknifty #StocksToWatch #zerodha #StockMarketIndia #FIIs #Nifty50 #StocksToBuy #optionbuying #StockInFocus,1.0,0.0,0.0,1,1.0,[],"['nifty', 'sensex', 'banknifty', 'StocksToWatch', 'zerodha', 'StockMarketIndia', 'FIIs', 'Nifty50', 'StocksToBuy', 'optionbuying', 'StockInFocus']",https://x.com/TradeInsightExp/status/1991766983025844549,1,0,0,0,0
TradeInsightExp,2025-11-21T07:13:17.000Z,"Nifty 26000CE
From: 160 to 230(Done)
Capital Used - 1 Lac
Profit - 70k
ROI - 70%
In One Call

Join Our Public Channel :
tinyurl.com/InsightExpertT
…

#nifty #sensex #banknifty #StocksToWatch #zerodha #StockMarketIndia #FIIs #Nifty50 #StocksToBuy #optionbuying #StockInFocus",Nifty 26000CE From: 160 to 230(Done) Capital Used - 1 Lac Profit - 70k ROI - 70% In One Call Join Our Public Channel : tinyurl.com/InsightExpertT ... #nifty #sensex #banknifty #StocksToWatch #zerodha #StockMarketIndia #FIIs #Nifty50 #StocksToBuy #optionbuying #StockInFocus,1.0,0.0,0.0,1,1.0,[],"['nifty', 'sensex', 'banknifty', 'StocksToWatch', 'zerodha', 'StockMarketIndia', 'FIIs', 'Nifty50', 'StocksToBuy', 'optionbuying', 'StockInFocus']",https://x.com/TradeInsightExp/status/1991766854264934458,1,0,0,0,0
TradeInsightExp,2025-11-21T07:12:45.000Z,"Sensex 85500CE
From: 420 to 570(Done)
Capital Used - 1 Lac
Profit - 70k
ROI - 70%
In One Call

Join Our Public Channel :
tinyurl.com/InsightExpertT
…

#nifty #sensex #banknifty #StocksToWatch #zerodha #StockMarketIndia #FIIs #Nifty50 #StocksToBuy #optionbuying #StockInFocus",Sensex 85500CE From: 420 to 570(Done) Capital Used - 1 Lac Profit - 70k ROI - 70% In One Call Join Our Public Channel : tinyurl.com/InsightExpertT ... #nifty #sensex #banknifty #StocksToWatch #zerodha #StockMarketIndia #FIIs #Nifty50 #StocksToBuy #optionbuying #StockInFocus,1.0,0.0,0.0,1,1.0,[],"['nifty', 'sensex', 'banknifty', 'StocksToWatch', 'zerodha', 'StockMarketIndia', 'FIIs', 'Nifty50', 'StocksToBuy', 'optionbuying', 'StockInFocus']",https://x.com/TradeInsightExp/status/1991766719644463350,1,0,0,0,0
jain17divyani,2025-11-21T07:12:28.000Z,#StockMarketIndia #TRADING #SENSEX #BSE #NSE,#StockMarketIndia #TRADING #SENSEX #BSE #NSE,0.0,0.0,0.0,0,0.0,[],"['StockMarketIndia', 'TRADING', 'SENSEX', 'BSE', 'NSE']",https://x.com/jain17divyani/status/1991766645883433437,0,0,0,0,0
trarunkrgupta,2025-11-21T07:11:02.000Z,#sensex #BSE #NSE #StockMarket,#sensex #BSE #NSE #StockMarket,0.0,0.0,0.0,0,0.0,[],"['sensex', 'BSE', 'NSE', 'StockMarket']",https://x.com/trarunkrgupta/status/1991766284221190502,0,0,0,0,0
PredictorTrade,2025-11-21T06:55:23.000Z,"I was just typing the quoted post and about to post, PEs starts falling, as if markets were anticipating that I'm about to post.
#Nifty 26200PE - Low 118.75
#Nifty #Sensex #Banknifty #StockMarket #OptionsTrading
#optionselling #MARKETS_ARE_NOT_RANDOM","I was just typing the quoted post and about to post, PEs starts falling, as if markets were anticipating that I'm about to post. #Nifty 26200PE - Low 118.75 #Nifty #Sensex #Banknifty #StockMarket #OptionsTrading #optionselling #MARKETS_ARE_NOT_RANDOM",0.0,1.0,0.0,1,2.0,[],"['Nifty', 'Nifty', 'Sensex', 'Banknifty', 'StockMarket', 'OptionsTrading', 'optionselling', 'MARKETS_ARE_NOT_RANDOM']",https://x.com/PredictorTrade/status/1991762347401367774,0,1,0,0,0
option_sahil,2025-11-21T06:44:42.000Z,"Expecting recovery in #Nifty & #Sensex 

Let's see what happens!",Expecting recovery in #Nifty & #Sensex Let's see what happens!,1.0,0.0,0.0,1,1.0,[],"['Nifty', 'Sensex']",https://x.com/option_sahil/status/1991759660010111450,0,0,0,0,0
JD_TheTrader,2025-11-21T06:44:10.000Z,"Don't Miss a Life Changing Live Mentorship Program  
#nifty #banknifty #sensex #optiontrading #optionbuying #breakout #stocks #trading #india",Don't Miss a Life Changing Live Mentorship Program #nifty #banknifty #sensex #optiontrading #optionbuying #breakout #stocks #trading #india,0.0,0.0,0.0,0,0.0,[],"['nifty', 'banknifty', 'sensex', 'optiontrading', 'optionbuying', 'breakout', 'stocks', 'trading', 'india']",https://x.com/JD_TheTrader/status/1991759526664790471,1,0,1,0,0
BongTraderClub,2025-11-21T06:43:17.000Z,"প্রায় 450 pts এর fall এই পোস্ট এর পরে। 
#NiftyMidcap100 #Nifty #sensex",450 pts  fall     #NiftyMidcap100 #Nifty #sensex,0.0,0.0,0.0,0,0.0,[],"['NiftyMidcap100', 'Nifty', 'sensex']",https://x.com/BongTraderClub/status/1991759301338362141,0,0,0,0,0
PredictorTrade,2025-11-21T06:42:06.000Z,"#Nifty may give some up move & 26200PE may test 100-110 range. SL - 185
Exiting at targets/trailing SL is equally important but
I rarely use SL. 
I exit if I notice some reversal indication.
#Sensex #Banknifty #StockMarket #OptionsTrading
#optionselling #MARKETS_ARE_NOT_RANDOM",#Nifty may give some up move & 26200PE may test 100-110 range. SL - 185 Exiting at targets/trailing SL is equally important but I rarely use SL. I exit if I notice some reversal indication. #Sensex #Banknifty #StockMarket #OptionsTrading #optionselling #MARKETS_ARE_NOT_RANDOM,0.0,1.0,0.0,1,2.0,[],"['Nifty', 'Sensex', 'Banknifty', 'StockMarket', 'OptionsTrading', 'optionselling', 'MARKETS_ARE_NOT_RANDOM']",https://x.com/PredictorTrade/status/1991759005820367309,0,1,0,0,0
InvGurInd,2025-11-21T06:31:32.000Z,"India Strategy : Nifty-500 review - Broad-based growth amid challenges by 
@MotilalOswalLtd
 

investmentguruindia.com/newsdetail/ind
…

#Sensex #MarketOutlook #Nifty #BankNifty #MotilalOswalFinancialServicesLtd #Investmentguruindia",India Strategy : Nifty-500 review - Broad-based growth amid challenges by @MotilalOswalLtd investmentguruindia.com/newsdetail/ind ... #Sensex #MarketOutlook #Nifty #BankNifty #MotilalOswalFinancialServicesLtd #Investmentguruindia,0.0,0.0,0.0,0,0.0,['MotilalOswalLtd'],"['Sensex', 'MarketOutlook', 'Nifty', 'BankNifty', 'MotilalOswalFinancialServicesLtd', 'Investmentguruindia']",https://x.com/InvGurInd/status/1991756346719629682,0,0,0,0,0
sapphire_tara,2025-11-21T06:29:06.000Z,"All profits Wiped 

Shaping up to be an ugly day 

Drawdown Days are Back

If you are seeing this post on your timeline, drop a like so my posts keep showing up on your feed. 

#nifty #banknifty #sensex","All profits Wiped Shaping up to be an ugly day Drawdown Days are Back If you are seeing this post on your timeline, drop a like so my posts keep showing up on your feed. #nifty #banknifty #sensex",0.0,0.0,1.0,1,0.5,[],"['nifty', 'banknifty', 'sensex']",https://x.com/sapphire_tara/status/1991755731595624471,0,0,0,1,0
metaverseacadmy,2025-11-21T06:28:13.000Z,"Nifty was buy on dip today as per yesterday prediction | Buying from 26060 and reach to 26200 
.
.
#trading #sensex #nifty #banknifty #sharemarket #stockmarket",Nifty was buy on dip today as per yesterday prediction | Buying from 26060 and reach to 26200 . . #trading #sensex #nifty #banknifty #sharemarket #stockmarket,0.0,0.0,0.0,0,0.0,[],"['trading', 'sensex', 'nifty', 'banknifty', 'sharemarket', 'stockmarket']",https://x.com/metaverseacadmy/status/1991755510778155248,1,1,0,0,0
sapphire_tara,2025-11-21T06:27:52.000Z,"GiftyNifty Going FULL SEND

Get ready for a GapUp Opening above ATH

If you are seeing this post on your timeline, drop a like so my posts keep showing up on your feed. 

#nifty #sensex #banknifty","GiftyNifty Going FULL SEND Get ready for a GapUp Opening above ATH If you are seeing this post on your timeline, drop a like so my posts keep showing up on your feed. #nifty #sensex #banknifty",0.0,0.0,1.0,1,0.5,[],"['nifty', 'sensex', 'banknifty']",https://x.com/sapphire_tara/status/1991755422789947702,0,0,0,1,0
sapphire_tara,2025-11-21T06:27:27.000Z,"Congratulations Indian Traders 

We might Hight ATH today 

Advance Decline is Insane 

#nifty #banknifty #sensex",Congratulations Indian Traders We might Hight ATH today Advance Decline is Insane #nifty #banknifty #sensex,0.0,0.0,0.0,0,0.0,[],"['nifty', 'banknifty', 'sensex']",https://x.com/sapphire_tara/status/1991755317886218626,0,0,0,1,0
sapphire_tara,2025-11-21T06:27:15.000Z,"Strong Weekly Breakout in #HDFCBank 

Now it’s gearing up for a massive 5 month breakout

Bullish Chart  

#nifty #sensex #banknifty",Strong Weekly Breakout in #HDFCBank Now its gearing up for a massive 5 month breakout Bullish Chart #nifty #sensex #banknifty,0.0,0.0,0.0,0,0.0,[],"['HDFCBank', 'nifty', 'sensex', 'banknifty']",https://x.com/sapphire_tara/status/1991755268758335760,1,0,2,0,0
prshntpandey7,2025-11-21T06:27:01.000Z,"Exit as the market is looking for a reversal. 

#Nifty
#Sensex
#Banknifty
#sharemarket
#StockMarket 
#OptionsTrading 
#optionbuying 
#Optionselling 
#herozero",Exit as the market is looking for a reversal. #Nifty #Sensex #Banknifty #sharemarket #StockMarket #OptionsTrading #optionbuying #Optionselling #herozero,0.0,1.0,0.0,1,2.0,[],"['Nifty', 'Sensex', 'Banknifty', 'sharemarket', 'StockMarket', 'OptionsTrading', 'optionbuying', 'Optionselling', 'herozero']",https://x.com/prshntpandey7/status/1991755209035641291,1,1,0,0,0
